Construction,Req_Finish_Fabrics,Fabric_Allowance,Rec_Beam_length(yds),Shrink_allow,Previous_pdn,Req_grey_fabric,Req_beam_length(yds),Total_Pdn(yds),Rejection,warp_count,weft_count,epi,ppi
40x40/120x90,590.0,13.7,5637.508,13.3,TOTAL,683.6616454229433,721.0470707867514,5011,241,40,40.0,120,90
40x40/110x90,510.0,14.5,25048.908,17.5,TOTAL,596.4912280701755,661.1372260315394,20343,130,40,40.0,110,90
40x40/100x70,1700.0,9.6,2351.24,10.0,TOTAL,1880.5309734513273,1910.6427024418103,1987,14,40,40.0,100,70
40x50/130x80,1400.0,11.5,1793.504,12.8,TOTAL,1581.9209039548023,1658.8601655197401,1484,0,50,50.0,130,80
40x40/120x90,9300.0,7.0,11105.508,9.0,TOTAL,10000.0,10048.473837793517,9570,22,40,40.0,120,90
80/2x40/140x88,8885.0,6.0,12390.488,9.0,TOTAL,9452.127659574468,9497.945749871851,10711,64,double_80,40.0,140,88
50x50/140x70,385.0,18.0,5019.624,15.7,TOTAL,469.5121951219512,509.2849013498479,4179,156,50,50.0,140,70
50x50/140x70,1700.0,10.5,2094.2439999999997,10.0,TOTAL,1899.441340782123,1929.8558692820077,1734,9,50,50.0,140,70
50x50/140x96,2065.0,8.3,2509.812,10.1,TOTAL,2251.9083969465646,2290.5117660468113,2196,0,50,50.0,140,96
80/2x40/140x88,8885.0,6.0,10312.648,9.0,TOTAL,9452.127659574468,9497.945749871851,7833,92,double_80,40.0,140,88
40x40/110x90,800.0,12.0,1044.388,14.0,TOTAL,909.0909090909091,966.6079484558246,859,13,40,40.0,110,90
40x40/120x80,3342.0,7.2,4122.871999999999,12.6,TOTAL,3601.293103448276,3767.8060153690913,3526,0,40,40.0,120,80
40x40/120x80,300.0,19.8,5107.111999999999,19.0,TOTAL,374.0648379052369,422.28277419377946,4384,80,40,40.0,120,80
40x40/110x70,16740.0,7.0,20330.023999999998,10.0,TOTAL,18000.0,18288.2223847842,15721,54,40,40.0,110,70
40x40/110x70,10649.0,7.0,12855.267999999998,10.0,TOTAL,11450.537634408602,11633.88770463363,10787,14,40,40.0,110,70
40x40/110x70,9136.0,7.0,11094.571999999998,10.0,TOTAL,9823.655913978495,9980.9557770244,9201,20,40,40.0,110,70
40x40/110x70,15136.0,7.0,18356.075999999997,10.0,TOTAL,16275.268817204302,16535.87419450978,15148,34,40,40.0,110,70
40x40/110x70,15136.0,7.0,18197.503999999997,10.0,TOTAL,16275.268817204302,16535.87419450978,15228,64,40,40.0,110,70
40x40/120x100,3600.0,8.2,4467.356,12.1,TOTAL,3921.5686274509803,4079.551715359298,4027,22,40,40.0,120,100
40x40/130x80,1100.0,11.7,1452.3008,15.6,TOTAL,1245.753114382786,1349.6806867517712,1178,0,40,40.0,130,80
40x40/130x80,1450.0,10.8,1919.2679999999998,15.0,TOTAL,1625.560538116592,1748.7419188826887,1555,0,40,40.0,130,80
50x50/130x100,2150.0,10.0,2821.488,15.3,TOTAL,2388.8888888888887,2579.0160125466373,2144,0,50,50.0,130,100
40x40/120x80,2950.0,8.5,3729.1759999999995,13.0,TOTAL,3224.0437158469945,3388.6223249238983,2539,0,40,40.0,120,80
40x40/120x80,2150.0,9.0,2733.9999999999995,13.3,TOTAL,2362.6373626373625,2491.836072809234,2214,8,40,40.0,120,80
40x40/110x90,8450.0,7.0,10821.171999999999,15.0,TOTAL,9086.021505376344,9774.540110779664,8809,23,40,40.0,110,90
40x40/120x70,1260.0,11.6,2843.3599999999997,12.7,TOTAL,1425.339366515837,1492.9509340566474,81,10,40,40.0,120,70
40x40/130x80,3850.0,8.0,4899.3279999999995,14.0,TOTAL,4184.782608695652,4449.548545337409,3437,56,40,40.0,130,80
40x40/130x80,800.0,12.9,1038.9199999999998,14.5,TOTAL,918.4845005740528,982.30694757168,851,5,40,40.0,130,80
40x40/130x80,800.0,13.3,1027.984,14.0,TOTAL,922.7220299884659,981.1014932423594,834,7,40,40.0,130,80
40x40/130x80,4200.0,8.0,5375.044,14.0,TOTAL,4565.217391304348,4854.052958549902,3439,25,40,40.0,130,80
40x40/130x80,4200.0,8.0,5347.704,14.1,TOTAL,4565.217391304348,4859.703776895129,2584,45,40,40.0,130,80
40x40/130x70,4250.0,8.0,2405.9199999999996,11.1,TOTAL,4619.565217391304,4751.610574615643,396,0,40,40.0,130,70
40x40/130x80,8100.0,8.0,10268.903999999999,14.0,TOTAL,8804.347826086956,9361.387848631952,5363,44,40,40.0,130,80
40x40/120x80,5000.0,7.0,6200.7119999999995,12.53,TOTAL,5376.344086021505,5620.428504760525,2922,2,40,40.0,120,80
40x40/120x80,7150.0,7.0,7266.972,12.6,TOTAL,7688.1720430107525,8043.649888733485,4239,45,40,40.0,120,80
40x40/130x80,2500.0,8.2,3160.504,14.2,TOTAL,2723.3115468409587,2902.3617244567663,1819,37,40,40.0,130,80
40x40/130x80,5500.0,8.0,3991.64,14.1,TOTAL,5978.260869565217,6363.897803076954,1294,0,40,40.0,130,80
40x40/130x80,2700.0,8.0,3422.968,14.0,TOTAL,2934.782608695652,3120.4626162106506,697,2,40,40.0,130,80
40x40/130x80,5500.0,7.7,3718.24,14.1,TOTAL,5958.829902491874,6343.213411517658,876,9,40,40.0,130,80
40x40/130x80,25700.0,11.5,3422.968,14.4,TOTAL,29039.54802259887,31021.128048534367,813,4,40,40.0,130,80
40x40/130x80,4500.0,8.0,4746.223999999999,14.0,TOTAL,4891.304347826087,5200.771027017752,1729,0,40,40.0,130,80
30x30/110x80,2200.0,7.2,2805.084,15.4,TOTAL,2370.689655172414,2562.3935945094845,543,5,30,30.0,110,80
40x40/120x80,11250.0,8.0,14096.503999999999,9.0,TOTAL,12228.260869565218,12287.535942954028,7030,200,40,40.0,120,80
40x40/120x80,5550.0,8.0,2843.3599999999997,12.5,TOTAL,6032.608695652174,6304.32510779828,794,2,40,40.0,120,80
40xz40/120x80,20815.0,8.0,11072.699999999999,12.5,TOTAL,22625.0,23644.058940328145,3252,127,40,40,120,80
40x40/120x80,20175.0,8.0,17524.94,12.5,TOTAL,21929.347826086956,22917.07370267213,7415,36,40,40.0,120,80
40x40/120x80,13245.0,8.0,11586.692,12.5,TOTAL,14396.739130434782,15045.186676178057,7171,50,40,40.0,120,80
40x40/120x80,5745.0,8.0,6900.615999999999,9.0,TOTAL,6244.565217391304,6274.835021535189,4314,32,40,40.0,120,80
40x40/120x80,7960.0,8.0,6698.299999999999,12.5,TOTAL,8652.173913043478,9041.878893346722,1259,0,40,40.0,120,80
40x50/130x80,3850.0,8.0,4811.839999999999,12.0,TOTAL,4184.782608695652,4348.422442034286,3350,73,50,50.0,130,80
40x40/120x80,3000.0,7.1,3729.1759999999995,12.5,TOTAL,3229.278794402583,3374.7296419715576,1182,0,40,40.0,120,80
50x50/156x70,2250.0,8.2,2799.616,12.5,TOTAL,2450.9803921568628,2561.375684143445,585,15,50,50.0,156,70
50x50/140x100,2250.0,8.2,2733.9999999999995,10.2,TOTAL,2450.9803921568628,2495.7725207411077,632,21,50,50.0,140,100
50x50/156x90,2300.0,8.0,2733.9999999999995,10.0,TOTAL,2500.0,2540.0308867755834,492,6,50,50.0,156,90
50x50/156x70,2250.0,8.2,2794.1479999999997,12.2,TOTAL,2450.9803921568628,2552.623831008559,176,6,50,50.0,156,70
50x50/156x96,2300.0,8.0,2733.9999999999995,8.2,TOTAL,2500.0,2490.2263595839054,415,5,50,50.0,156,96
50x50/156x90,2250.0,8.2,2203.604,9.0,TOTAL,2450.9803921568628,2462.861234753313,537,18,50,50.0,156,90
50x50/140x88,2250.0,8.2,2668.3839999999996,9.0,TOTAL,2450.9803921568628,2462.861234753313,723,6,50,50.0,140,88
50x50/130x80,2250.0,8.2,2843.3599999999997,13.5,TOTAL,2450.9803921568628,2590.9869637289185,403,0,50,50.0,130,80
40x40/110x90,2250.0,8.0,84611.832,12.0,TOTAL,2445.6521739130435,2541.2858427473107,25665,103,40,40.0,110,90
40x40/110x90,2250.0,8.0,28515.62,12.0,TOTAL,2445.6521739130435,2541.2858427473107,5300,42,40,40.0,110,90
40x40/110x90,2250.0,6.5,142.16799999999998,14.0,TOTAL,2406.4171122994653,2558.668098853653,104,0,40,40.0,110,90
50x50/156x90,2250.0,6.5,131.232,14.0,TOTAL,2406.4171122994653,2558.668098853653,92,0,50,50.0,156,90
50x50/156x90,2250.0,6.5,109.35999999999999,14.0,TOTAL,2406.4171122994653,2558.668098853653,97,0,50,50.0,156,90
40x40/110x90,2250.0,6.5,158.57199999999997,14.0,TOTAL,2406.4171122994653,2558.668098853653,119,0,40,40.0,110,90
50x50/160x70,2250.0,6.5,360.888,14.0,TOTAL,2406.4171122994653,2558.668098853653,117,0,50,50.0,160,70
50x50/160x86,2250.0,6.5,174.976,14.0,TOTAL,2406.4171122994653,2558.668098853653,87,0,50,50.0,160,86
50x50/156x90,2250.0,6.5,371.82399999999996,14.0,TOTAL,2406.4171122994653,2558.668098853653,127,0,50,50.0,156,90
50x50/140x90,2250.0,6.5,174.976,14.0,TOTAL,2406.4171122994653,2558.668098853653,91,0,50,50.0,140,90
50x50/156x71,2250.0,6.5,349.952,14.0,TOTAL,2406.4171122994653,2558.668098853653,277,0,50,50.0,156,71
50x50/144x100,2250.0,6.5,360.888,14.0,TOTAL,2406.4171122994653,2558.668098853653,134,0,50,50.0,144,100
50x50/140x90,2250.0,6.5,196.84799999999998,14.0,TOTAL,2406.4171122994653,2558.668098853653,8,0,50,50.0,140,90
50x50/156x90,2250.0,6.5,174.976,14.0,TOTAL,2406.4171122994653,2558.668098853653,78,0,50,50.0,156,90
50x50/156x90,2250.0,6.5,150.9168,14.0,TOTAL,2406.4171122994653,2558.668098853653,107,0,50,50.0,156,90
50x50/144x100,2250.0,6.5,191.38,14.0,TOTAL,2406.4171122994653,2558.668098853653,107,10,50,50.0,144,100
50x50/156x90,2250.0,6.5,185.91199999999998,14.0,TOTAL,2406.4171122994653,2558.668098853653,159,0,50,50.0,156,90
50x50/156x90,2250.0,6.5,174.976,14.0,TOTAL,2406.4171122994653,2558.668098853653,73,0,50,50.0,156,90
50x50/144x100,2250.0,6.5,191.38,14.0,TOTAL,2406.4171122994653,2558.668098853653,82,0,50,50.0,144,100
50x50/156x84,2250.0,6.5,371.82399999999996,14.0,TOTAL,2406.4171122994653,2558.668098853653,129,0,50,50.0,156,84
50x50/160x100,2250.0,6.5,191.38,14.0,TOTAL,2406.4171122994653,2558.668098853653,122,0,50,50.0,160,100
50x50/160x110,2250.0,6.5,191.38,14.0,TOTAL,2406.4171122994653,2558.668098853653,102,0,50,50.0,160,110
50x50/160x80,2250.0,6.5,164.04,14.0,TOTAL,2406.4171122994653,2558.668098853653,104,0,50,50.0,160,80
50x50/120x100,2250.0,6.5,360.888,14.0,TOTAL,2406.4171122994653,2558.668098853653,105,0,50,50.0,120,100
40x40/130x90,2250.0,6.5,142.16799999999998,14.0,TOTAL,2406.4171122994653,2558.668098853653,94,0,40,40.0,130,90
40x40/120x90,2250.0,6.5,147.636,14.0,TOTAL,2406.4171122994653,2558.668098853653,72,0,40,40.0,120,90
40x40/110x90,2250.0,6.5,125.764,14.0,TOTAL,2406.4171122994653,2558.668098853653,87,3,40,40.0,110,90
40x40/110x90,2250.0,6.5,136.7,14.0,TOTAL,2406.4171122994653,2558.668098853653,110,0,40,40.0,110,90
50x50/120x90,2250.0,6.5,180.444,14.0,TOTAL,2406.4171122994653,2558.668098853653,127,0,50,50.0,120,90
40x40/120x80,361.0,18.0,3105.8239999999996,17.2,TOTAL,440.2439024390244,486.1883086564081,2611,34,40,40.0,120,80
40x40/92x70,361.0,7.1,4248.6359999999995,10.1,TOTAL,388.5898815931109,395.2512887125568,3633,19,40,40.0,92,70
40x40/110x90,19910.0,6.5,19870.712,14.0,TOTAL,21294.117647058825,22641.369710300547,16620,108,40,40.0,110,90
40x40/120x90,590.0,13.7,5637.508,13.3,TOTAL,683.6616454229433,721.0470707867514,5011,241,40,40.0,120,90
40x40/110x90,510.0,14.5,25048.908,17.5,TOTAL,596.4912280701755,661.1372260315394,20496,130,40,40.0,110,90
40x40/100x70,1700.0,9.6,2351.24,10.0,TOTAL,1880.5309734513273,1910.6427024418103,1987,14,40,40.0,100,70
40x50/130x80,1400.0,11.5,1793.504,12.8,TOTAL,1581.9209039548023,1658.8601655197401,1484,0,50,50.0,130,80
40x40/120x90,9300.0,7.0,11105.508,9.0,TOTAL,10000.0,10048.473837793517,9724,22,40,40.0,120,90
80/2x40/140x88,8885.0,6.0,12740.439999999999,9.0,TOTAL,9452.127659574468,9497.945749871851,10917,64,double_80,40.0,140,88
50x50/140x70,385.0,18.0,5019.624,15.7,TOTAL,469.5121951219512,509.2849013498479,4179,156,50,50.0,140,70
50x50/140x70,1700.0,10.5,2094.2439999999997,10.0,TOTAL,1899.441340782123,1929.8558692820077,1734,9,50,50.0,140,70
50x50/140x96,2065.0,8.3,2509.812,10.1,TOTAL,2251.9083969465646,2290.5117660468113,2196,0,50,50.0,140,96
80/2x40/140x88,8885.0,6.0,10312.648,9.0,TOTAL,9452.127659574468,9497.945749871851,8187,154,double_80,40.0,140,88
40x40/110x90,800.0,12.0,1044.388,14.0,TOTAL,909.0909090909091,966.6079484558246,859,13,40,40.0,110,90
40x40/120x80,3342.0,7.2,4122.871999999999,12.6,TOTAL,3601.293103448276,3767.8060153690913,3526,3,40,40.0,120,80
40x40/120x80,300.0,19.8,5107.111999999999,19.0,TOTAL,374.0648379052369,422.28277419377946,4384,80,40,40.0,120,80
40x40/110x70,16740.0,7.0,20330.023999999998,10.0,TOTAL,18000.0,18288.2223847842,15942,54,40,40.0,110,70
40x40/110x70,10649.0,7.0,12855.267999999998,10.0,TOTAL,11450.537634408602,11633.88770463363,10787,14,40,40.0,110,70
40x40/110x70,9136.0,7.0,11094.571999999998,10.0,TOTAL,9823.655913978495,9980.9557770244,9201,20,40,40.0,110,70
40x40/110x70,15136.0,7.0,18356.075999999997,10.0,TOTAL,16275.268817204302,16535.87419450978,15148,34,40,40.0,110,70
40x40/110x70,15136.0,7.0,18197.503999999997,10.0,TOTAL,16275.268817204302,16535.87419450978,15228,64,40,40.0,110,70
40x40/120x100,3600.0,8.2,4467.356,12.1,TOTAL,3921.5686274509803,4079.551715359298,4027,22,40,40.0,120,100
40x40/130x80,1100.0,11.7,1452.3008,15.6,TOTAL,1245.753114382786,1349.6806867517712,1178,0,40,40.0,130,80
40x40/130x80,1450.0,10.8,1919.2679999999998,15.0,TOTAL,1625.560538116592,1748.7419188826887,1555,0,40,40.0,130,80
50x50/130x100,2150.0,10.0,2821.488,15.3,TOTAL,2388.8888888888887,2579.0160125466373,2300,0,50,50.0,130,100
40x40/120x80,2950.0,8.5,3729.1759999999995,13.0,TOTAL,3224.0437158469945,3388.6223249238983,2737,0,40,40.0,120,80
40x40/120x80,2150.0,9.0,2733.9999999999995,13.3,TOTAL,2362.6373626373625,2491.836072809234,2214,8,40,40.0,120,80
40x40/110x90,8450.0,7.0,10821.171999999999,15.0,TOTAL,9086.021505376344,9774.540110779664,8809,23,40,40.0,110,90
40x40/120x70,1260.0,11.6,2843.3599999999997,12.7,TOTAL,1425.339366515837,1492.9509340566474,303,17,40,40.0,120,70
40x40/130x80,3850.0,8.0,4899.3279999999995,14.0,TOTAL,4184.782608695652,4449.548545337409,3613,56,40,40.0,130,80
40x40/130x80,800.0,12.9,1038.9199999999998,14.5,TOTAL,918.4845005740528,982.30694757168,851,5,40,40.0,130,80
40x40/130x80,800.0,13.3,1027.984,14.0,TOTAL,922.7220299884659,981.1014932423594,834,7,40,40.0,130,80
40x40/130x80,4200.0,8.0,5375.044,14.0,TOTAL,4565.217391304348,4854.052958549902,3753,27,40,40.0,130,80
40x40/130x80,4200.0,8.0,5347.704,14.1,TOTAL,4565.217391304348,4859.703776895129,2886,45,40,40.0,130,80
40x40/130x70,4250.0,8.0,2405.9199999999996,11.1,TOTAL,4619.565217391304,4751.610574615643,592,0,40,40.0,130,70
50x50/140x80,1000.0,14.0,1334.1919999999998,14.4,TOTAL,1162.7906976744187,1242.136382361457,21,0,50,50.0,140,80
40x40/130x80,8100.0,8.0,10268.903999999999,14.0,TOTAL,8804.347826086956,9361.387848631952,5789,44,40,40.0,130,80
40x40/120x80,5000.0,7.0,6200.7119999999995,12.53,TOTAL,5376.344086021505,5620.428504760525,3254,2,40,40.0,120,80
40x40/130x80,1100.0,11.0,1401.9951999999998,14.5,TOTAL,1235.9550561797753,1321.8374809949812,58,0,40,40.0,130,80
40x40/120x80,7150.0,7.0,8825.351999999999,12.6,TOTAL,7688.1720430107525,8043.649888733485,4490,45,40,40.0,120,80
40x40/130x80,2500.0,8.2,3160.504,14.2,TOTAL,2723.3115468409587,2902.3617244567663,1996,40,40,40.0,130,80
40x40/130x80,5500.0,8.0,3991.64,14.1,TOTAL,5978.260869565217,6363.897803076954,1665,0,40,40.0,130,80
40x40/130x80,2700.0,8.0,3422.968,14.0,TOTAL,2934.782608695652,3120.4626162106506,850,5,40,40.0,130,80
40x40/130x80,5500.0,7.7,3718.24,14.1,TOTAL,5958.829902491874,6343.213411517658,1052,9,40,40.0,130,80
40x40/130x80,25700.0,11.5,3422.968,14.4,TOTAL,29039.54802259887,31021.128048534367,989,4,40,40.0,130,80
40x40/130x80,4500.0,8.0,4746.223999999999,14.0,TOTAL,4891.304347826087,5200.771027017752,2032,0,40,40.0,130,80
30x30/110x80,2200.0,7.2,2805.084,15.4,TOTAL,2370.689655172414,2562.3935945094845,701,5,30,30.0,110,80
40x40/120x80,600.0,13.6,798.328,16.4,TOTAL,694.4444444444443,759.5786144663825,161,0,40,40.0,120,80
40x40/120x80,11250.0,8.0,14096.503999999999,9.0,TOTAL,12228.260869565218,12287.535942954028,7543,200,40,40.0,120,80
40x40/120x80,5550.0,8.0,2843.3599999999997,12.5,TOTAL,6032.608695652174,6304.32510779828,961,2,40,40.0,120,80
40xz40/120x80,20815.0,8.0,11072.699999999999,12.5,TOTAL,22625.0,23644.058940328145,3959,127,40,40,120,80
40x40/120x80,20175.0,8.0,17524.94,12.5,TOTAL,21929.347826086956,22917.07370267213,8345,36,40,40.0,120,80
40x40/120x80,13245.0,8.0,11586.692,12.5,TOTAL,14396.739130434782,15045.186676178057,7768,61,40,40.0,120,80
40x40/120x80,5745.0,8.0,6900.615999999999,9.0,TOTAL,6244.565217391304,6274.835021535189,4673,38,40,40.0,120,80
40x40/120x80,7960.0,8.0,6698.299999999999,12.5,TOTAL,8652.173913043478,9041.878893346722,1555,0,40,40.0,120,80
40x40/120x80,2739.0,7.0,3253.4599999999996,9.0,TOTAL,2945.1612903225805,2959.437617388865,106,0,40,40.0,120,80
40x50/130x80,3850.0,8.0,4811.839999999999,12.0,TOTAL,4184.782608695652,4348.422442034286,3647,76,50,50.0,130,80
40x40/120x80,3000.0,7.1,3729.1759999999995,12.5,TOTAL,3229.278794402583,3374.7296419715576,1390,0,40,40.0,120,80
50x50/156x70,2250.0,8.2,2799.616,12.5,TOTAL,2450.9803921568628,2561.375684143445,770,15,50,50.0,156,70
50x50/140x100,2250.0,8.2,2733.9999999999995,10.2,TOTAL,2450.9803921568628,2495.7725207411077,778,21,50,50.0,140,100
50x50/156x90,2300.0,8.0,2733.9999999999995,10.0,TOTAL,2500.0,2540.0308867755834,642,6,50,50.0,156,90
50x50/156x70,2250.0,8.2,2794.1479999999997,12.2,TOTAL,2450.9803921568628,2552.623831008559,350,6,50,50.0,156,70
50x50/156x70,2250.0,8.2,2799.616,8.5,TOTAL,2450.9803921568628,2449.4029766399067,50,0,50,50.0,156,70
50x50/156x96,2300.0,8.0,2733.9999999999995,8.2,TOTAL,2500.0,2490.2263595839054,559,5,50,50.0,156,96
50x50/156x90,2250.0,8.2,2203.604,9.0,TOTAL,2450.9803921568628,2462.861234753313,714,32,50,50.0,156,90
50x50/140x88,2250.0,8.2,2668.3839999999996,9.0,TOTAL,2450.9803921568628,2462.861234753313,862,6,50,50.0,140,88
60x50/150x96,2250.0,8.2,2673.852,8.2,TOTAL,2450.9803921568628,2441.3983917489268,5,0,50,50.0,150,96
50x50/130x80,2250.0,8.2,2843.3599999999997,13.5,TOTAL,2450.9803921568628,2590.9869637289185,590,0,50,50.0,130,80
40x40/110x90,80000.0,6.5,84611.832,14.0,TOTAL,85561.49732620321,90974.86573701879,29779,158,40,40.0,110,90
40x40/110x90,49600.0,6.5,28515.62,14.0,TOTAL,53048.12834224599,56404.41675695164,6469,46,40,40.0,110,90
40x40/110x90,49600.0,6.5,142.16799999999998,14.0,TOTAL,53048.12834224599,56404.41675695164,104,0,40,40.0,110,90
50x50/156x90,49600.0,6.5,131.232,14.0,TOTAL,53048.12834224599,56404.41675695164,92,0,50,50.0,156,90
50x50/156x90,49600.0,6.5,109.35999999999999,14.0,TOTAL,53048.12834224599,56404.41675695164,97,0,50,50.0,156,90
40x40/110x90,49600.0,6.5,158.57199999999997,14.0,TOTAL,53048.12834224599,56404.41675695164,119,0,40,40.0,110,90
50x50/160x70,49600.0,6.5,360.888,14.0,TOTAL,53048.12834224599,56404.41675695164,117,0,50,50.0,160,70
50x50/160x86,49600.0,6.5,174.976,14.0,TOTAL,53048.12834224599,56404.41675695164,87,0,50,50.0,160,86
50x50/156x90,49600.0,6.5,371.82399999999996,14.0,TOTAL,53048.12834224599,56404.41675695164,127,0,50,50.0,156,90
50x50/140x90,49600.0,6.5,174.976,14.0,TOTAL,53048.12834224599,56404.41675695164,91,0,50,50.0,140,90
50x50/156x71,49600.0,6.5,349.952,14.0,TOTAL,53048.12834224599,56404.41675695164,277,0,50,50.0,156,71
50x50/144x100,49600.0,6.5,360.888,14.0,TOTAL,53048.12834224599,56404.41675695164,134,0,50,50.0,144,100
50x50/140x90,49600.0,6.5,196.84799999999998,14.0,TOTAL,53048.12834224599,56404.41675695164,56,0,50,50.0,140,90
50x50/140x90,49600.0,6.5,169.50799999999998,14.0,TOTAL,53048.12834224599,56404.41675695164,6,0,50,50.0,140,90
50x50/156x90,49600.0,6.5,174.976,14.0,TOTAL,53048.12834224599,56404.41675695164,78,0,50,50.0,156,90
50x50/156x90,49600.0,6.5,150.9168,14.0,TOTAL,53048.12834224599,56404.41675695164,107,0,50,50.0,156,90
50x50/144x100,49600.0,6.5,191.38,14.0,TOTAL,53048.12834224599,56404.41675695164,107,10,50,50.0,144,100
50x50/156x90,49600.0,6.5,185.91199999999998,14.0,TOTAL,53048.12834224599,56404.41675695164,159,0,50,50.0,156,90
50x50/156x90,49600.0,6.5,174.976,14.0,TOTAL,53048.12834224599,56404.41675695164,73,0,50,50.0,156,90
50x50/144x100,49600.0,6.5,191.38,14.0,TOTAL,53048.12834224599,56404.41675695164,82,0,50,50.0,144,100
50x50/156x84,49600.0,6.5,371.82399999999996,14.0,TOTAL,53048.12834224599,56404.41675695164,129,0,50,50.0,156,84
50x50/160x100,49600.0,6.5,191.38,14.0,TOTAL,53048.12834224599,56404.41675695164,122,0,50,50.0,160,100
50x50/160x110,49600.0,6.5,191.38,14.0,TOTAL,53048.12834224599,56404.41675695164,102,0,50,50.0,160,110
50x50/160x80,49600.0,6.5,164.04,14.0,TOTAL,53048.12834224599,56404.41675695164,104,0,50,50.0,160,80
50x50/120x100,49600.0,6.5,360.888,14.0,TOTAL,53048.12834224599,56404.41675695164,105,0,50,50.0,120,100
40x40/130x90,49600.0,6.5,142.16799999999998,14.0,TOTAL,53048.12834224599,56404.41675695164,94,0,40,40.0,130,90
40x40/120x90,49600.0,6.5,147.636,14.0,TOTAL,53048.12834224599,56404.41675695164,92,0,40,40.0,120,90
40x40/110x90,49600.0,6.5,125.764,14.0,TOTAL,53048.12834224599,56404.41675695164,87,3,40,40.0,110,90
40x40/110x90,49600.0,6.5,136.7,14.0,TOTAL,53048.12834224599,56404.41675695164,110,0,40,40.0,110,90
50x50/120x90,49600.0,6.5,180.444,14.0,TOTAL,53048.12834224599,56404.41675695164,127,0,50,50.0,120,90
40x40/120x80,361.0,18.0,3105.8239999999996,17.2,TOTAL,440.2439024390244,486.1883086564081,2611,34,40,40.0,120,80
40x40/92x70,361.0,7.1,4248.6359999999995,10.1,TOTAL,388.5898815931109,395.2512887125568,3633,19,40,40.0,92,70
40x40/110x90,19910.0,6.5,19870.712,14.0,TOTAL,21294.117647058825,22641.369710300547,16620,108,40,40.0,110,90
40x40/120x90,590.0,13.7,5637.508,13.3,TOTAL,683.6616454229433,721.0470707867514,5011,241,40,40.0,120,90
40x40/110x90,510.0,14.5,25048.908,17.5,TOTAL,596.4912280701755,661.1372260315394,20597,130,40,40.0,110,90
40x40/100x70,1700.0,9.6,2351.24,10.0,TOTAL,1880.5309734513273,1910.6427024418103,1987,14,40,40.0,100,70
40x50/130x80,1400.0,11.5,1793.504,12.8,TOTAL,1581.9209039548023,1658.8601655197401,1484,0,50,50.0,130,80
40x40/120x90,9300.0,7.0,11105.508,9.0,TOTAL,10000.0,10048.473837793517,9724,26,40,40.0,120,90
80/2x40/140x88,8885.0,6.0,12740.439999999999,9.0,TOTAL,9452.127659574468,9497.945749871851,11063,64,double_80,40.0,140,88
50x50/140x70,385.0,18.0,5019.624,15.7,TOTAL,469.5121951219512,509.2849013498479,4179,156,50,50.0,140,70
50x50/140x70,1700.0,10.5,2094.2439999999997,10.0,TOTAL,1899.441340782123,1929.8558692820077,1734,9,50,50.0,140,70
50x50/140x96,2065.0,8.3,2509.812,10.1,TOTAL,2251.9083969465646,2290.5117660468113,2196,0,50,50.0,140,96
80/2x40/140x88,8885.0,6.0,10312.648,9.0,TOTAL,9452.127659574468,9497.945749871851,8536,170,double_80,40.0,140,88
40x40/110x90,800.0,12.0,1044.388,14.0,TOTAL,909.0909090909091,966.6079484558246,859,13,40,40.0,110,90
40x40/120x80,3342.0,7.2,4122.871999999999,12.6,TOTAL,3601.293103448276,3767.8060153690913,3526,3,40,40.0,120,80
40x40/120x80,300.0,19.8,5107.111999999999,19.0,TOTAL,374.0648379052369,422.28277419377946,4384,80,40,40.0,120,80
40x40/110x70,16740.0,7.0,20330.023999999998,10.0,TOTAL,18000.0,18288.2223847842,16176,54,40,40.0,110,70
40x40/110x70,10649.0,7.0,12855.267999999998,10.0,TOTAL,11450.537634408602,11633.88770463363,10787,14,40,40.0,110,70
40x40/110x70,9136.0,7.0,11094.571999999998,10.0,TOTAL,9823.655913978495,9980.9557770244,9201,20,40,40.0,110,70
40x40/110x70,15136.0,7.0,18356.075999999997,10.0,TOTAL,16275.268817204302,16535.87419450978,15148,34,40,40.0,110,70
40x40/110x70,15136.0,7.0,18197.503999999997,10.0,TOTAL,16275.268817204302,16535.87419450978,15228,64,40,40.0,110,70
40x40/120x100,3600.0,8.2,4467.356,12.1,TOTAL,3921.5686274509803,4079.551715359298,4027,22,40,40.0,120,100
40x40/130x80,1100.0,11.7,1452.3008,15.6,TOTAL,1245.753114382786,1349.6806867517712,1178,0,40,40.0,130,80
40x40/130x80,1450.0,10.8,1919.2679999999998,15.0,TOTAL,1625.560538116592,1748.7419188826887,1555,0,40,40.0,130,80
50x50/130x100,2150.0,10.0,2821.488,15.3,TOTAL,2388.8888888888887,2579.0160125466373,2324,0,50,50.0,130,100
40x40/120x80,2950.0,8.5,3729.1759999999995,13.0,TOTAL,3224.0437158469945,3388.6223249238983,2942,0,40,40.0,120,80
40x40/120x80,2150.0,9.0,2733.9999999999995,13.3,TOTAL,2362.6373626373625,2491.836072809234,2214,8,40,40.0,120,80
40x40/110x90,8450.0,7.0,10821.171999999999,15.0,TOTAL,9086.021505376344,9774.540110779664,8809,23,40,40.0,110,90
40x40/120x70,1260.0,11.6,2843.3599999999997,12.7,TOTAL,1425.339366515837,1492.9509340566474,527,19,40,40.0,120,70
